"Scenario","simulation","Africa","East Asia","Eastern Europe and Central Asia","Latin America","North America","Oceania","South Asia","Western and Central Europe","Western Asia"
"Business As Usual",568,1,0.802750727628705,0.271369900278824,0.50968314811946,0.388030126675313,0.000274018120070531,0.554300723767714,1,0.311174900828749
"Business As Usual",569,0.924917060159226,0.762393465961665,1,0.286294474802366,0.401538001855624,0.748144973292812,0.533349468492187,0.0427223622715158,1
"Business As Usual",570,1,0.942274184341664,0.368289971229355,0.377144926592193,0.476024227849344,0.650881390182617,0.465738838198911,0.461056598372156,0.839420221386661
"Business As Usual",571,0.673739717974801,0.854495999610611,0.268071671709411,0.31252016162928,0.544710251907191,0,0.44711009314789,0.212258568967145,0.770311594658462
"Business As Usual",572,7.81590184194352e-05,0.969391514460506,0.314607368943371,0.328974918686584,0.406438475283683,0.595187338923029,0.567454091129548,0.32760493192205,0.664358441917556
"Business As Usual",573,0.628137641596862,0.789070399891425,0.432401471995471,0.383493102292252,0.514719648007723,0.654692808704735,0.366711677972214,0.321829714898909,1
"Business As Usual",574,0.699221953011179,0.89687697642694,0.532713572505096,0.322666100052076,0.505285917185212,0.409980498711019,0.501133619419284,0.434145209183033,0.0178708155101929
"Business As Usual",575,0.62034824858143,0.798701080253523,0.784080480706337,0.348206728062594,0.468657822924609,0.587397396455659,0.412617409508374,0.740750325577296,0.13510855729677
"Business As Usual",576,0.342390579520117,0.874086575580948,0.478948248908889,0.333282711015871,0.518357925522864,0.313855456977928,0.448743029900293,0.70768536993928,0.446072159552553
"Business As Usual",577,1,0.779644422095869,0.277292931526587,0.423115915012462,0.63138910324925,0.205894983775014,0.549696656216365,0.794991954493225,0.422377119675872
"Business As Usual",578,0.420240190005617,0.757470118386821,1,0.346230602985976,0.410990520725917,0,0.462669371818752,0.45566162594621,0.928158303628677
"Business As Usual",579,1,0.722469112862816,0.607318221052054,0.445412339946444,0.502637623596574,1,0.521171486698111,0.670688467359309,1
"Business As Usual",580,0.100995820087314,0.830325093188553,0.871428290813498,0.402598199079756,0.519679138514327,0,0.418582898049646,0.642700051450577,1
"Business As Usual",581,0.849441611608555,0.733523148453229,1,0.469789257172933,0.444522491899019,8.67334297516009e-05,0.424674545828295,0.427778065175495,1
"Business As Usual",582,0.829241931203907,0.810213099757251,0.014281511578809,0.287131502617431,0.514124821500493,1,0.448523345501035,0.462990292737623,0.809777512615183
"Business As Usual",583,0.873479699779825,0.774948391386905,1,0.409666712837801,0.528096547367475,0.413948537580375,0.484102619927126,0.561497144325579,0.462753887652476
"Business As Usual",584,0.911057354303762,0.80010900185449,0.875205783489883,0.417862085646769,0.435524834926879,0.769147232828898,0.43756138040645,1,0.450305254432482
"Business As Usual",585,0.887628803784283,0.818596705255177,0.623999394251405,0.333741840875566,0.611317340253481,0.626171062584233,0.441066036096072,0.944497637131207,0.572217576574335
"Business As Usual",586,0.800757858967955,0.859346962849273,1,0.325245213524139,0.39369234742421,0.993259468123039,0.448035194550063,0.420824352491967,0.862180743264208
"Business As Usual",587,0.979864299919697,0.817920838164517,1,0.351044891596356,0.424524436739602,0.672915593119782,0.521112338010235,0.721652362160555,0
"Business As Usual",588,0.979748599471805,0.783522725641623,0.325003100260539,0.424021749636133,0.481337549249379,1,0.379594004626061,0.401391246507189,1
"Business As Usual",589,0.754803482099901,0.862491706579414,1,0.306006851227747,0.24846417644977,0.966202914766226,0.384813725050917,0.695347239205777,1
"Business As Usual",590,0.298221259345385,0.949200256041111,1,0.37306968173595,0.491508418758113,0.597728802933595,0.479479825163218,0.765040431626355,0.000769819378970898
"Business As Usual",591,1,0.888868484813426,0.63504715791942,0.339845980659341,0.446377134161932,0.0790442394438548,0.471816763663404,0.769090489012747,0
"Business As Usual",592,0.438930231974377,0.81586068728019,0.492391512875714,0.368875613484864,0.466784646427631,0,0.531407060461266,0.752547055563896,0.481104840734607
"Business As Usual",593,0.589210171571065,0.870710542868651,0.969207481397598,0.425263767154381,0.481911665699068,0.118104822576063,0.503802204081633,0.663949126132108,1
"Business As Usual",594,0.220253232283558,0.799338962838197,0.750239484966885,0.336443156259871,0.465204403889123,0.377614189665801,0.390110181270046,0.721518813744088,0.831197282805291
"Business As Usual",595,0.8625948393995,0.802305272602392,1,0.41836120903586,0.530933874439297,0.509628863057304,0.42193794169218,0.607224623682761,1
"Business As Usual",596,0.0140151311758607,0.832624717083011,0.937771356737572,0.359214930609328,0.513218213103365,0.566775844713383,0.513630185516108,0.652325814434581,0.725341448168381
"Business As Usual",597,0.796780960501394,0.724826768674289,1,0.415455232506841,0.571333126770892,0.303935475919152,0.444999701285113,0.556520629789195,0.925241313419652
"Business As Usual",598,0.760763934906292,0.922514037639557,0.366136679524703,0.292146435089522,0.414368468922097,0,0.427350161159724,0.294164551106157,0.650876940147565
"Business As Usual",599,0.842068117952215,0.896847302237872,0.573375805329765,0.371065647057202,0.472210876982848,0.864295640928067,0.456700641000848,0.420728797661421,1
"Business As Usual",600,1,0.700266017943572,1,0.448584912809372,0.535339449154596,0.703068008384471,0.462716395548478,1,1
"Business As Usual",601,0.902762747563784,0.722058634774664,0.826197746429396,0.358350349075852,0.635925334990639,0.506863410625328,0.449517852652732,0.520297107574162,0.89155806128823
"Business As Usual",602,1,0.757379169775716,1,0.415963723855058,0.618005560877248,1,0.426314950620411,0.467382327861353,1
"Business As Usual",603,0.366390432141115,0.806628099319203,0.719997772824916,0.383937266338587,0.369457476159067,1,0.412708395398482,0.866160563629624,1
"Business As Usual",604,0.477110981375779,0.799478225762164,0.765738114070075,0.42597491912851,0.588239030047214,0.000415003850143699,0.408729042672357,0.686092137531644,1
"Business As Usual",605,0.677483014638235,0.861020863241637,0.885206317620813,0.33059340789188,0.427353431954751,0.135306008040417,0.448982548573332,0.540163811481682,1
"Business As Usual",606,0.675084354357603,0.861919516668114,0.662497259217505,0.347005610788826,0.406555459091075,0,0.492490807354334,0.599396457556121,0.318191228385271
"Business As Usual",607,0.768010744417868,0.849125454625779,1,0.347470045460487,0.470896323073748,0.432938633823513,0.409457832611833,0.392112992771776,1
"Business As Usual",608,0.769381562278604,0.855226274758726,0.550732193517132,0.348915780792213,0.374682386972154,0.700000103204032,0.445166407165707,0.360693719627724,1
"Business As Usual",609,0.828978712841419,0.849475164967892,0.986654921398456,0.321507852889146,0.470100289771509,0.000417192566091622,0.469314854410202,0.647986868504924,1
"Business As Usual",610,0.836227561059834,0.945764821615607,0.373061587819932,0.340839467119787,0.520101201954217,0,0.492803189804772,0.313756391400343,1
"Business As Usual",611,0.598595912164492,0.967447612972331,0.732111289226084,0.272544862000663,0.340789004161714,0,0.544036301261468,0.747932619171426,0.561671575874079
"Business As Usual",612,1,0.865181776646243,0.43692719020587,0.378274127950346,0.385945234946715,0.829833123467654,0.506762914201579,0.158370725034805,0.992929839940577
"Business As Usual",613,0.505106139661926,0.868834292953174,1,0.284018024133216,0.464221978764068,0.318524780817651,0.491318084050695,0.182946623068824,0
"Business As Usual",614,0.155876302168067,0.845600894345521,0.347833993119169,0.327111958806659,0.27009724889467,0.873476500073004,0.384154642893924,0.822237711197276,1
"Business As Usual",615,0.72929232080478,0.911891986819821,0.954166893113552,0.390330537221394,0.339816017400204,0,0.497182202036349,0.584579399972666,0.000610454079637949
"Business As Usual",616,0.883309498086419,0.863372530347766,0.287691673084752,0.348333417547818,0.391613860121556,0.835101838278489,0.416821851808118,0.323812794165889,0.999226518715532
"Business As Usual",617,1,0.881838846769262,1,0.321648991445677,0.291310883861601,0.389982282769155,0.519150912800447,0.540118266587362,0.951145921952608
"Business As Usual",618,1,0.699179746344325,1,0.42637852673056,0.451228727346387,1,0.403562052337387,0.913416726614494,1
"Business As Usual",619,0.499270891748178,0.84922696341485,0.937021219806457,0.41253387712208,0.473956580628931,0.812573187842764,0.496984897538115,0.541337389757676,1
"Business As Usual",620,0.803180060114522,0.859236274514907,1,0.389654611369939,0.464725059815951,0.747287968895266,0.525141004743833,0.0225092468604826,0.303175429637471
"Business As Usual",621,0.164540080448345,0.906947258450839,0.236492070660294,0.418258808902036,0.543168624362004,0.706193266933795,0.577671790697674,0.121569353935623,0.771960956109458
"Business As Usual",622,0.627971596015459,0.879385270505726,0.871965181710007,0.219623847730234,0.5647841229631,0,0.547336870163962,0.374865421461274,0.287659693362634
"Business As Usual",623,0.874153063083272,0.739998051547807,0.382209774346632,0.501488892424941,0.591011320782333,0.89490466949617,0.385245615499255,1,1
"Business As Usual",624,0.841899532549772,0.782508355800764,0.907185349491042,0.35927624848718,0.604838641016975,0.506254951391245,0.5025122254443,0.681811001760316,1
"Business As Usual",625,0.784215625872528,0.903864701451685,0.474909556821872,0.364478337116438,0.38255167365048,0.616905018967024,0.475999055971934,0.462608227112929,0.336274033067449
"Business As Usual",626,0.499168221114599,0.865691211656976,1,0.401739957278252,0.521675319456093,0.473654590962678,0.406886729694437,0.850288645787008,1
"Business As Usual",627,0.622642046390462,0.761250340613169,1,0.343628242046177,0.463248815307468,0.586876978499043,0.527811510686174,0.816391321007684,0.874583300054774
"Business As Usual",628,0.136312344599986,0.83401129978609,0.680601111754482,0.415086254132456,0.65722232722507,0.836170632191499,0.492429836222796,0.674902749931509,1
"Business As Usual",629,0.810434699666115,0.814153459564019,1,0.304376272389132,0.562482843540209,0.209102874950213,0.441550646977175,0.503371882920905,0.342787610607459
"Business As Usual",630,0.629548682541092,0.864891535949739,1,0.323284168260879,0.532769730513134,1,0.416643805170238,0.18770158011011,1
"Business As Usual",631,0.763901698431899,0.766477352919449,0.224556886318753,0.34237970710144,0.502870708383049,0.710030291320016,0.518965503979,0.659214728544123,0.907443282749354
"Business As Usual",632,1,0.923095953422045,0.414152757777161,0.33163867961845,0.49092108250725,0.501959922347931,0.380141446968776,0.838866630457754,0.886277222134486
"Business As Usual",633,0.642695415576909,0.919834248356038,0.120129604650339,0.351924771370297,0.513761594036827,0,0.570389044818285,0.490853492561369,0.329057679905888
"Business As Usual",634,0.686049249899648,0.930628316136184,0.284354065278076,0.352988313426592,0.46439617532995,0.000424788698380235,0.440966776655144,0.417850046349709,0.736063746411437
"Business As Usual",635,0.46781136080616,0.937447107402579,0.453827968657312,0.292154560996153,0.496401781406321,0,0.47746497464972,0,0.527110298022293
"Business As Usual",636,0.523622120860402,0.795225650452349,0.733812212679136,0.41684985772368,0.55099630447397,0.292521468454627,0.447828227390534,1,1
"Business As Usual",637,0.772966317068891,0.891149679309648,1,0.395065594654767,0.564597145678203,0,0.480132130173473,0.403103786088262,0.961568842450179
"Business As Usual",638,1,0.806535427735891,0.802410765988158,0.414314215645003,0.374882852002665,0.797427704884533,0.505565500472427,0.983977259626038,1
"Business As Usual",639,0.364702097498556,0.90151055189401,1,0.32441606099944,0.453209690222883,0.242373852816704,0.560369087991452,0.656287320400854,1
"Business As Usual",640,0.632019815681995,0.813871132960295,0.878536493500129,0.417509627900015,0.401251846577237,0.834247929568463,0.435305738622825,0.883521090288048,0.0672931958602674
"Business As Usual",641,0.85222874283935,0.84397008050785,1,0.357596576006254,0.479523869320234,0.515716294658608,0.556143112665167,0.614706547761049,0
"Business As Usual",642,0.670547104301567,0.952495936584498,0.393760622462798,0.361258569568617,0.484199756700375,0.000179775422750066,0.425203727261242,0.491786335221834,0.841072725814388
"Business As Usual",643,0.534716176869313,0.75639047207633,1,0.410537202687607,0.491205742514249,0.610059064871252,0.420282842017208,0.000234551212561852,1
"Business As Usual",644,1,0.782092973563017,1,0.394500078905121,0.429035572796093,0.323770502590766,0.393097649990179,0.643517880657544,1
"Business As Usual",645,0.0843651394031496,0.916093475669901,0.741536976742904,0.311458394412625,0.452743946568692,0.228527268641477,0.480685355250762,0.440051747731351,0.000583098203193457
"Business As Usual",646,0.571835308949406,0.896098321453263,0.740225433105433,0.349802614281183,0.343552918638548,0.751022465311431,0.557827718697106,0.356667830637404,0.11056676046583
"Business As Usual",647,0.53965098646257,0.9035576908266,0.904860592619453,0.358464757022448,0.382132187893549,0.0165553374493578,0.484568237350213,0.58897466807129,0.0992616657892233
"Business As Usual",648,0.931590968563888,0.852804203282784,0.370662646355006,0.378251403706825,0.508044921327403,0.921916878853026,0.57582624017117,0.738835413096729,1
"Business As Usual",649,0.794339005841034,0.90720257710721,0.386215285735276,0.371709333587635,0.565312088641449,8.74341075288482e-05,0.515303998277652,0.425158355183232,0.506066144876907
"Business As Usual",650,1,0.933667881937716,0.033537858718113,0.418043594244958,0.375219006949018,0.805978855259333,0.47622909271441,0.640611720111077,1
"Business As Usual",651,1,0.762169143359345,1,0.409625477448566,0.43390106110121,1,0.369921228729281,0.829681358847339,1
"Business As Usual",652,1,0.773970733057223,1,0.425252092594759,0.58171033066954,0.326422204497778,0.46677328090079,0.87742528181181,0.706003135536295
"Business As Usual",653,0.542409392864893,0.931147172009778,1,0.368508975276244,0.546225298662447,0.000691810389803922,0.559061415963348,0.270494498920921,0.304979875130357
"Business As Usual",654,0.362750268731358,0.869451809588335,0.536883941537147,0.367218707157766,0.492763790968855,0.000156235033608942,0.492632624461209,0.426605771463893,1
"Business As Usual",655,1,0.776250348819178,0.000155129459062912,0.530598044779773,0.520324365752346,1,0.409304517722738,0.918800111719555,0.602211796882883
"Business As Usual",656,0.867143746933053,0.831600785290236,0.761177387052114,0.442194885266443,0.526958396766028,0.17986985114648,0.434777002227172,0.599004318058833,0.51671032404562
"Business As Usual",657,0.843626984452565,0.845005484661638,0.786648865378904,0.32981407100381,0.434438649730632,0,0.373115246096852,0.681116289931821,0.931818244509476
"Business As Usual",658,1,0.732998411657549,1,0.264487559838215,0.374568118970251,0.760449963902619,0.426780511745972,0.39262237571386,1
"Business As Usual",659,0.795363890694108,0.704228086908051,1,0.456884178349772,0.579103008396456,1,0.381965478578063,0.786980249063483,0.770742060207183
"Business As Usual",660,0.605019916870857,0.880843054584528,0.871127017542574,0.333144409226202,0.481479752032131,0.104516853481025,0.481294607848233,0.703908179332163,1
"Business As Usual",661,0.576954302347543,0.863334144622218,0.899858973383337,0.291099874369118,0.454850418716322,0.000178745684369663,0.470208670615958,0.0303673642832069,0.96983808151541
"Business As Usual",662,0.213411293417315,0.8201693355868,0.630999200355288,0.343581339624483,0.327047737822671,0.0611375527689232,0.588689889026959,0.67327042374233,0.499472853946242
"Business As Usual",663,0.414961150005924,0.805675058393858,0.875294661378922,0.371158175282405,0.380051664743365,1,0.481496367348661,0.448307743015178,0.479027040716273
"Business As Usual",664,0.763306992424447,0.834513600498822,1,0.388097994505969,0.504512531506357,0.395956135539827,0.474320514808018,0.46471643125115,1
"Business As Usual",665,1,0.840642605886277,1,0.294900581112934,0.447433618813525,0.451459068119683,0.392656455778231,0.360563137671921,0.594785440638972
"Business As Usual",666,0.737695907095274,0.803804633067695,0.840477914893949,0.338607150667411,0.539881884424363,0.31242941546165,0.475242277242708,0.289636723661688,1
"Business As Usual",667,0.970137714085038,0.885489932190187,1,0.30962024079776,0.439658909932055,0.487673622885579,0.430328699999999,0.251166905977907,0.604776092209605
"Business As Usual",668,0.973222065692955,0.850961930736788,0.436193635101399,0.399664152340903,0.432260739237626,0.194516108904235,0.444165337068405,0.523328067109483,1
"Business As Usual",669,0.223964042271795,0.945772392871259,0,0.427889864670942,0.418067833718575,0.54844526358715,0.522601802436948,9.78376653760489e-05,1
"Business As Usual",670,1,0.794312906348999,1,0.390433009513471,0.57260691542579,0.38290136269612,0.437546208112874,0.18271875135137,0.564196876743878
"Business As Usual",671,0.816562123298836,0.768013247389878,0.224701715381311,0.284937867831488,0.482016901945951,0.409321595471443,0.475552132738239,0.0917947270397905,0.631456526407148
"Business As Usual",672,0.866428832144223,0.844666282553082,1,0.272039390569227,0.411916487897668,0.173889044885169,0.506580652801263,0.356819390831274,0.751460164595412
"Business As Usual",673,0.925743032474475,0.89062045827556,0.877981054238284,0.37395928629435,0.594791141395326,0.258250917605475,0.52858424738865,0.62649069061618,0.000118657318442392
"Business As Usual",674,0.202800737484271,0.79250905906401,1,0.336362781257185,0.493346113510006,0,0.511807504588422,0.882397013004423,1
"Business As Usual",675,1,0.833955073885332,0.691277124561518,0.317078572012845,0.409520099298552,0.436206648293554,0.418480907776392,0.380727388791171,0.996741390912011
"Business As Usual",676,0.44257745151165,0.844673010330328,0.742033500928745,0.317785553336356,0.613352142973903,0,0.458314054142123,0.590785862788134,1
"Business As Usual",677,0.873765747513638,0.871902578975185,0.912030320342935,0.34337813087355,0.512011422543466,0.201476144363622,0.532603167674692,0.402616555946284,1
"Business As Usual",678,1,0.692261734797144,1,0.560826105930462,0.35354228913257,0.523831614335594,0.404459334450632,1,1
"Business As Usual",679,0.997991626136647,0.719976099153702,1,0.512162061142039,0.538561146904807,0.703436827839893,0.447789096136066,1,1
"Business As Usual",680,0.748419249523264,0.858671724398029,1,0.37812082028538,0.578366248025894,0.000325527392967251,0.58297016380286,0.0450709680293561,1
"Business As Usual",681,1,0.882310433754552,0.470751713045069,0.389549444656602,0.460140793373369,0.5143727667869,0.410308335805084,0.947049061334267,0.431928240317407
"Business As Usual",682,0.518686469222665,0.8437659678487,0.415364291807051,0.300497621914367,0.449226316005336,0,0.53546603192703,0.483932334685633,0.000819524339740402
"Business As Usual",683,0.913813692531525,0.772224716338982,0.79957030845104,0.28900749136808,0.495907087569067,0.713580225242836,0.369188709199661,0.856939817861191,0.000571740180068976
"Business As Usual",684,0.888818279132811,0.826087777976477,0.853790401554875,0.314305250313805,0.424796835954939,0.761263933058242,0.459747815658855,0.812975016799781,1
"Business As Usual",685,0.725411541028183,0.843358593907213,1,0.357848901756257,0.370589678313209,0.240936579168298,0.457373638784291,0.444244646184875,1
"Business As Usual",686,0.949585043895684,0.769988504984538,0.88864664949835,0.38816016512821,0.493109669372753,0.181942698731611,0.472864706559057,0.274108758287722,1
"Business As Usual",687,1,0.75575033962877,0.934835647406359,0.488940960332906,0.411640208825357,0.65705451183374,0.576226460957792,0.777723017014438,0.617975638220863
"Business As Usual",688,0.757637980925888,0.860176170316233,0.157913201069318,0.312508616924129,0.518365146057016,0,0.484517825676087,0.436547385491992,0.747674934234983
"Business As Usual",689,1,0.792319430787952,0.937429719357412,0.416534594687732,0.50944297350866,0.000224281952953292,0.501376381622697,0.656664187563914,1
"Business As Usual",690,0.232633883438511,0.793751702861803,1,0.409799999529317,0.480968607377509,0.241478750707154,0.412886368441815,0.638832031258847,1
"Business As Usual",691,1,0.884789977228312,1,0.43630267186991,0.488468003223323,1,0.464014651962528,0.869789564155828,1
"Business As Usual",692,0.928860506462035,0.789273230545079,1,0.340883443081043,0.511191799224943,0.292264606222426,0.435156482371183,0.520365717197154,1
"Business As Usual",693,0.747552467111945,0.89375395057233,0.461014740074761,0.380251301575554,0.520607745870162,0.380155520667669,0.467197989266762,0.415371704106834,1
"Business As Usual",694,0.823198829232965,0.909309837172543,1,0.439449912754399,0.330457700078193,1,0.442321765918738,1,1
"Business As Usual",695,0.620217273795812,0.81568914365396,0.945394029911998,0.416104802049132,0.419331945566009,0.987481260822419,0.412437875087556,0.272564939988567,0.279790998045175
"Business As Usual",696,0.724750859046607,0.819983837047612,1,0.311015761617065,0.525693742456545,0.102613369341625,0.489705390253379,0.422466911896756,0.924057511259327
"Business As Usual",697,1,0.797642760571696,1,0.289198046513395,0.440022468880974,0,0.471083065791092,0.586385769005793,0
"Business As Usual",698,0.876562913410351,0.770341470696028,1,0.245888350382507,0.4729735676963,0.486659327992311,0.441807485930132,0.316747147021326,0.754459508902955
"Business As Usual",699,0.667236486209938,0.878444697697696,1,0.331541643159691,0.34796385784433,0.361605579972137,0.506596485256782,0.352949464156545,0.937094736038595
"Business As Usual",700,0.310251232962454,0.90259720634098,1,0.261096833730898,0.451826569462959,0,0.458579255472152,0.265724893806599,0.944887167494547
"Business As Usual",701,0.609439608280521,0.975664506973176,0.526953403634231,0.292865466393514,0.481434502453327,0,0.475238180874605,0.510047752567618,0.0886709604756672
"Business As Usual",702,0.79056599052324,0.914197019865994,1,0.381049283063649,0.576967500636087,0,0.532848292849287,0.713516412750369,0
"Business As Usual",703,0.855032803725476,0.814851609081518,0.996851990194926,0.297312149205101,0.501172384458881,0.663591693247933,0.352576161684783,0.708241297289817,1
"Business As Usual",704,1,0.766713611585252,1,0.47774837684356,0.446039254871274,1,0.445237622016674,0.32338016560878,1
"Business As Usual",705,1,0.803976115077234,0.863048724577436,0.364696507387362,0.38015031357567,0.453139611576833,0.453810370004011,0.832447693233044,1
"Business As Usual",706,0.629088060591652,0.778707602425527,0.801233987947277,0.295238883362833,0.453384044808534,0.202792999843681,0.531073814171415,0.83470531108928,0.978878678347975
"Business As Usual",707,0.614278272790154,0.8682778655286,0.395501043241476,0.324182950126792,0.496925956658548,0.113294652593451,0.448984805305597,0.883982190386264,1
"Business As Usual",708,1,0.85687374000398,0.660683328950145,0.394102833468033,0.486020196899774,0.554649676822215,0.503893594859655,0.259776193068587,1
"Business As Usual",709,0.603066741854054,0.884796515001763,0.47757030903055,0.340855553381963,0.495275996764459,0.253271624254875,0.51621452431728,0.372638007949125,0.498362746759104
"Business As Usual",710,0.992482471287758,0.723243801766612,1,0.504776591798475,0.61447131415257,1,0.422855560470367,0.831820011854226,1
"Business As Usual",711,0.972253168609494,0.812682983360795,0.790439417815783,0.348850394664277,0.459674902258551,0.1058131775313,0.499341304627384,0.398723984700624,1
"Business As Usual",712,0.658269718371395,0.883793170707813,0.135606916159935,0.303085359905294,0.515537417922826,0.292434676786869,0.418961975803371,0.327882702278287,0
"Business As Usual",713,0.462044690696524,0.929740604607272,1,0.321458231042953,0.362499420335856,0.033097491154427,0.39319206896499,0.538847036736307,0.985490785587849
"Business As Usual",714,0.542248436185964,0.830527050259472,1,0.445006799619745,0.524219320562889,0.0102698345821011,0.514057056951356,0.519919688090123,1
"Business As Usual",715,0.45202295839266,0.910994986714849,0.0157887637185603,0.34882705924016,0.53471437352872,0.282474229789081,0.462925131984553,0.637981225432201,0.220318443343764
"Business As Usual",716,0.701074670536977,0.892594755054909,1,0.369572665666629,0.356865505600493,0.347357983281282,0.610651296078824,0.229116578420005,0.427690752934165
"Business As Usual",717,1,0.73365458233533,1,0.396566417065255,0.45310464447911,0.116314530926111,0.477459491179095,1,0.846306325757648
"Business As Usual",718,0.999390551502538,0.862066432258362,1,0.351373443722884,0.26829472078059,0.293026056418829,0.449281049223446,0.826013372654253,1
"Business As Usual",719,0.840351325680452,0.838959817622407,1,0.276133438288022,0.365748484526133,0.499551267869554,0.425548441723934,0.712413133009946,1
"Business As Usual",720,0.650599757579778,0.744036916147116,1,0.366220847731075,0.536424904356851,0.557123045383129,0.459821686789965,0.975234693876733,0.245087584976504
"Business As Usual",721,1,0.848348157326361,0.834103172173898,0.380869587619857,0.32126385445502,0.551542959398973,0.462753545492304,0.510782324189511,0.505091031462931
"Business As Usual",722,0.290330980754909,0.852702404061971,0.217059911807972,0.278573938638047,0.465622333927878,0.0917724923256432,0.523197587665588,0.445062796059226,0.882548385988658
"Business As Usual",723,0.210173184802566,0.842776631604188,1,0.339391124981911,0.444571347105822,0.447217807374147,0.642548753774357,0.546193962150083,0
"Business As Usual",724,0.694163383145428,0.828008460820946,1,0.363945482262731,0.459296590196068,0.267412466413134,0.505265385806661,0.583945740997291,1
"Business As Usual",725,0.504915003896713,0.960709405612647,0.908616213398775,0.416135107706225,0.488301379869159,0.280076343872408,0.448441821746478,0.283623185720389,0
"Business As Usual",726,0.564935279825701,0.929731043669759,0.527635380129754,0.267671038417511,0.513057270291377,0.000271157155644736,0.420851318138079,0.219703154515639,0.706775112426016
"Business As Usual",727,0.789164973274906,0.885686246972685,0.981208011371226,0.356145565610114,0.503328719081926,0.35001022439675,0.535424575165449,0.121366091203894,0.874264315953458
"Business As Usual",728,0.408278416093713,0.815976101339461,0.573347507023067,0.306294646497425,0.477674473654596,1,0.366040707487604,0.22413747109364,0.197239273038773
"Business As Usual",729,0.444908904231013,0.993307866043013,0.203254670563008,0.326045462482244,0.364991127139923,0,0.484740115475805,0.660158453195951,0.665880737593543
"Business As Usual",730,0.396079442197962,0.791028809903839,1,0.429916508834593,0.351649434869628,0.203462105762041,0.489730596826879,0.931401906997107,1
"Business As Usual",731,0.829976225687704,0.867722618952121,1,0.379367518389494,0.485021937046688,0.193256622845624,0.493119981442452,0.441325569998619,0
"Business As Usual",732,1,0.829773134592762,1,0.359744629175093,0.506065559466732,0.517351381213075,0.446207134193194,0.191435246072245,0.465307021022228
"Business As Usual",733,1,0.824231685545053,1,0.40049263635067,0.443682528816809,0.848456121188134,0.413744969476026,0.793439950547896,1
"Business As Usual",734,0.76653388653273,0.927447396014745,0.544126102706758,0.340306377018705,0.486693518186558,0.00342030073482167,0.390193491520553,0.439561432439463,0.000281462681630371
"Business As Usual",735,1,0.704099803173382,1,0.530521502115764,0.39381477423335,1,0.458167176563231,0.82738409249742,1
"Business As Usual",736,0.784583552945528,0.860476861772003,0.53798619341947,0.265037152662725,0.431621569939021,0,0.390944987724185,0.613105398581332,0.477536022077799
"Business As Usual",737,0.890841004249015,0.886262535809472,0.168813776954926,0.19449002130954,0.365304409102025,0,0.357146775956284,0.255451660215051,0.254319370588272
"Business As Usual",738,1,0.792875411407817,1,0.315761043672041,0.221648287597344,0.696475243679694,0.451348882611282,0.278324723863825,0.936512491878262
"Business As Usual",739,0.808877802026059,0.814502052557189,0.770482585481152,0.38966903274021,0.472098422968714,0.234424786498421,0.363475026383197,0.62263514575019,0.741861896104216
"Business As Usual",740,0.919730040453729,0.900070380453421,1,0.309669801284934,0.471468606493243,0,0.474004421448782,0,0.293268647373029
"Business As Usual",741,0.446318399053182,0.930305183179365,1,0.330671389578487,0.460229225500363,0.213749033154319,0.439984657887635,0,0.000739589019488612
"Business As Usual",742,0.446939944495424,0.889201062583108,0.441751671074819,0.353737679333293,0.534102716646493,0.0342160161607294,0.533522514316359,0.687530011126463,0.47175879940227
"Business As Usual",743,0.836706273172952,0.925437105385585,7.33777203410626e-07,0.322419147443426,0.563093464783168,0.000729150347386177,0.443569824929313,0.368212490842041,1
"Business As Usual",744,0.505097923092804,0.817278377615164,0.757007678592494,0.266115971572983,0.186659934868944,0.389629195635458,0.487570330706911,0.640818146662357,1
"Business As Usual",745,1,0.709406703059742,1,0.36426385933805,0.340466178703397,1,0.404931890574214,0.500229021362818,1
"Business As Usual",746,0.999381309129732,0.858135621703388,0.835040801838908,0.400805130064349,0.533416284232823,0.0156996654390984,0.543240106595603,0.532529762538907,1
"Business As Usual",747,1,0.871204157615748,0.619612946821118,0.377977766512327,0.407809712355447,0,0.444259960773776,0.435505404272883,1
"Business As Usual",748,0.643638178384776,0.808137101865137,1,0.356572223418878,0.515823439286571,0.65218116178853,0.488360733782781,0.485769965164538,0.95591149812124
"Business As Usual",749,0.908806707958085,0.8232256205918,1,0.332386019469122,0.554319988128007,0.609343242335636,0.52270050958379,0.50974129702619,0
"Business As Usual",750,0.849624419609946,0.83619180484312,1,0.330943200684486,0.463302507881691,0.000124541473942505,0.439384691766653,0.324881577675301,1
"Business As Usual",751,0.895751911983097,0.803237590791912,1,0.327211189529853,0.559267174291223,0.597546401550486,0.450680395669133,0.731820443986873,1
"Business As Usual",752,1,0.794297139769093,0.661318895677977,0.365966427073621,0.414732565634591,0.555177304024425,0.549584312233618,0.534805659549892,0.971038867375984
"Business As Usual",753,0.505635418232658,0.828227480587154,0.072367651833919,0.223135205324951,0.368787467095354,0.000300272265387808,0.443961961509904,0.315054138454767,0.842266614393408
"Business As Usual",754,0.97921478493292,0.850341216214474,0.672208117407248,0.33416079241208,0.413032507530635,0.948055976334537,0.441578945195896,0.588809779615251,1
"Business As Usual",755,0.759449757135255,0.842958310835948,1,0.344160507314026,0.449981053089396,1,0.445273045880042,0.735299091620195,0
