"Scenario","Africa","East Asia","Eastern Europe and Central Asia","Latin America","North America","Oceania","South Asia","Western and Central Europe","Western Asia"
"Stratified Societies",1399,17247,990,4321,5541,1156,7425,1521,564
"Stratified Societies",1579,14524,1045,4820,5671,1132,7681,1826,686
"Stratified Societies",1226,13893,1069,3912,5320,800,6443,1391,629
"Stratified Societies",1421,17408,997,4435,4573,1070,7296,1831,879
"Stratified Societies",1456,16276,1040,4449,5123,880,7867,1860,1045
"Stratified Societies",1484,15777,1059,4065,4432,958,5678,1561,838
"Stratified Societies",1345,15663,950,4503,4926,863,6761,2015,677
"Stratified Societies",1243,13460,1105,4275,4321,948,6855,1506,581
"Stratified Societies",1200,15099,1078,5004,4624,1038,8492,1619,488
"Stratified Societies",995,15499,991,3855,5421,890,5423,1449,707
"Stratified Societies",1345,17332,1012,4841,4694,1031,7380,1757,619
"Stratified Societies",1085,13773,1130,5389,4778,955,6681,1750,576
"Stratified Societies",1223,14081,953,3667,5021,1086,6564,1796,683
"Stratified Societies",1364,14451,1073,4573,4830,775,6353,1662,773
"Stratified Societies",1276,15625,1063,4289,5727,1011,7158,1620,560
"Stratified Societies",1307,16469,1049,3611,5458,740,8140,1435,575
"Stratified Societies",1372,14408,1005,4539,5064,1060,7507,1886,720
"Stratified Societies",1212,14445,1079,4610,5135,1288,6711,1541,611
"Stratified Societies",1218,15063,1001,4677,5112,1027,7484,1915,576
"Stratified Societies",1538,14298,1104,3965,4905,1175,8332,1560,591
"Stratified Societies",1040,15423,1077,4466,4829,968,7089,1700,784
"Stratified Societies",1070,15858,1039,4462,5153,1149,6377,1669,643
"Stratified Societies",1242,15500,1018,4623,5679,1053,8080,1509,819
"Stratified Societies",1339,14576,1120,4703,4671,961,6113,1754,793
"Stratified Societies",1305,17286,1015,4329,5608,1033,7329,1635,826
"Stratified Societies",1079,14053,1132,4402,5684,1036,7263,1926,600
"Stratified Societies",1085,17118,1016,3915,4627,896,7454,1488,482
"Stratified Societies",1218,15102,1121,5639,4601,888,7037,1752,642
"Stratified Societies",1190,15616,1003,3794,4670,753,7024,1756,846
"Stratified Societies",1110,16631,1002,4703,5202,1073,6876,1728,694
"Stratified Societies",1191,14544,1039,4908,4864,1257,7037,1968,632
"Stratified Societies",1293,17163,1026,3994,5151,1004,6178,1874,691
"Stratified Societies",1248,14421,1042,4471,4943,1007,7179,1844,785
"Stratified Societies",1141,16345,955,4411,4676,1117,6920,1740,686
"Stratified Societies",1358,14503,1109,4220,5128,828,7832,1680,638
"Stratified Societies",1051,12906,1173,4195,5421,1123,8613,1894,512
"Stratified Societies",975,15526,1068,4028,5683,1131,6424,1861,790
"Stratified Societies",1286,14627,986,5115,5971,982,7022,1794,812
"Stratified Societies",1148,15554,966,4606,4442,1091,7522,1727,643
"Stratified Societies",1375,16575,1042,4610,4551,900,5488,1301,620
"Stratified Societies",1223,17736,1099,5551,5217,1052,7020,1807,659
"Stratified Societies",1154,14077,1112,4442,5582,990,7864,1770,753
"Stratified Societies",1379,15568,1001,5066,5021,1021,6548,1726,861
"Stratified Societies",988,13097,1115,5084,5139,1053,7329,1680,822
"Stratified Societies",1475,15018,1028,4545,4701,847,7701,1799,757
"Stratified Societies",1289,15760,1073,4300,5229,1076,6306,1725,631
"Stratified Societies",1481,15055,1051,4347,5053,864,6485,1764,591
"Stratified Societies",1114,15576,1073,4225,4847,772,8604,1727,705
"Stratified Societies",1151,15186,971,4517,4542,1160,6820,1850,690
"Stratified Societies",1242,15297,1027,4298,5189,826,6845,2099,869
"Stratified Societies",1481,12375,1072,4107,5740,886,7265,1665,684
"Stratified Societies",1319,14582,1027,4295,4836,974,8385,1486,593
"Stratified Societies",1251,14682,1021,5114,4640,1156,5621,1801,791
"Stratified Societies",1510,15252,1135,4288,5505,940,7657,1865,670
"Stratified Societies",1193,16167,1052,4860,5163,932,7370,1460,744
"Stratified Societies",1378,15837,1040,4288,5240,992,7291,1796,704
"Stratified Societies",1217,15292,1075,4999,5526,935,7829,1626,601
"Stratified Societies",1354,15917,987,4392,4796,823,5580,1994,748
"Stratified Societies",1336,14435,1103,4248,5041,842,6101,1516,562
"Stratified Societies",1138,14927,1037,4671,5197,1262,6842,1590,896
"Stratified Societies",1346,16954,1126,5420,4782,944,7222,1612,629
"Stratified Societies",1271,14675,1027,5336,5589,1045,7468,1486,741
"Stratified Societies",1265,13961,1080,4560,4254,988,7006,1561,658
"Stratified Societies",1186,16298,1029,5528,5098,975,6070,1514,747
"Stratified Societies",1274,11763,1042,5218,4856,1137,7022,2074,550
"Stratified Societies",1113,15198,1128,4171,4911,1053,8044,1768,735
"Stratified Societies",1019,13733,1090,5664,5826,991,7502,1377,809
"Stratified Societies",1424,14789,1078,4153,5014,1166,6740,1874,709
"Stratified Societies",1282,15149,1034,4503,4977,933,6905,1678,715
"Stratified Societies",1505,15670,1011,4054,5358,1051,7132,1507,888
"Stratified Societies",1169,16735,1086,4908,3830,966,7754,1973,648
"Stratified Societies",1351,14417,1030,5114,4495,954,7847,1795,593
"Stratified Societies",1403,16250,1045,5159,5093,846,6229,1916,624
"Stratified Societies",1343,14844,1024,4329,5174,1222,7814,1838,589
"Stratified Societies",1401,16296,977,5314,5416,838,6104,1762,547
"Stratified Societies",1538,17086,1026,4954,4675,935,6867,1568,563
"Stratified Societies",1554,15792,1035,5217,5811,925,5873,1635,762
"Stratified Societies",1210,12435,1025,4473,5081,763,9104,1425,759
"Stratified Societies",1204,15073,1048,4317,5339,804,7135,1760,651
"Stratified Societies",1374,13348,1043,4332,4748,876,6685,1796,620
"Stratified Societies",1151,16034,1030,4486,4733,1116,7078,1610,733
"Stratified Societies",1462,14890,1097,4765,4943,1087,8138,1815,754
"Stratified Societies",1290,14193,1083,4334,4898,900,8099,1900,576
"Stratified Societies",1255,14339,1034,4001,5019,953,6721,1539,764
"Stratified Societies",1132,15115,1060,5124,4596,924,8400,1943,828
"Stratified Societies",1375,16220,1125,4925,5382,901,6297,1591,580
"Stratified Societies",1267,16679,1000,4900,5125,1056,8276,1826,630
"Stratified Societies",1437,12993,1064,4110,4948,792,7558,1977,693
"Stratified Societies",1336,14297,1039,4569,4961,1167,5954,1967,562
"Stratified Societies",1286,13183,1026,4651,5614,964,7387,1836,701
"Stratified Societies",1070,14398,1121,4654,4372,1028,6644,1838,665
"Stratified Societies",1322,15225,1080,5566,5131,1043,6401,1743,692
"Stratified Societies",1315,15052,1049,4417,4820,1120,6945,1870,701
"Stratified Societies",1263,14659,1019,4727,5510,735,8095,1388,622
"Stratified Societies",1179,16946,1075,5111,4838,951,6773,1907,872
"Stratified Societies",1339,14753,989,4358,5072,1107,7715,1744,808
"Stratified Societies",1180,14962,1072,3909,5070,991,7396,1662,590
"Stratified Societies",1178,16707,941,4391,4911,760,6588,1852,626
"Stratified Societies",1502,17624,1187,5617,5207,922,5870,1797,573
"Stratified Societies",963,15457,1098,4105,5862,1266,6328,1868,775
"Stratified Societies",1088,16002,968,4858,5164,875,7249,2141,831
"Stratified Societies",1172,15247,1040,4523,4724,919,6522,1319,836
"Stratified Societies",1292,14489,1153,4481,4832,1019,6263,1701,808
"Stratified Societies",1311,15080,1084,3674,4494,906,8359,1554,810
"Stratified Societies",1201,17437,1097,4040,4618,1043,6672,1812,772
"Stratified Societies",1348,15068,1074,4961,4929,799,5751,1937,692
"Stratified Societies",1372,17571,1123,5065,5763,1050,7207,1531,871
"Stratified Societies",1181,15288,970,5022,5340,800,8992,1568,567
"Stratified Societies",1123,17010,1031,4753,4907,943,7772,1725,716
"Stratified Societies",1344,13975,1157,3890,4916,997,6419,1697,678
"Stratified Societies",1170,15159,967,4730,5392,983,6461,1858,775
"Stratified Societies",1364,15048,1091,4898,5254,860,8265,1571,811
"Stratified Societies",1128,14175,1022,4554,4623,805,7923,1322,632
"Stratified Societies",1138,16366,1006,4602,4774,1024,8094,1760,687
"Stratified Societies",858,15232,1094,4931,5478,732,6775,1719,702
"Stratified Societies",1368,12803,973,4409,4772,890,8496,1877,620
"Stratified Societies",1281,15379,933,4628,4787,1011,6751,1666,784
"Stratified Societies",1144,13558,1055,4811,4964,878,7185,1505,570
"Stratified Societies",1419,12743,1053,4593,4671,1101,6396,1687,705
"Stratified Societies",1149,15526,1072,4689,5347,736,8354,1704,748
"Stratified Societies",1361,15334,1032,4593,5000,1067,6530,1498,838
"Stratified Societies",1025,14418,992,4403,4798,873,5782,1594,770
"Stratified Societies",1363,13969,1068,4092,5461,869,6607,1712,650
"Stratified Societies",1096,14598,986,4277,4908,1141,7018,1616,656
"Stratified Societies",1209,15650,1009,4459,4425,1084,7471,1832,674
"Stratified Societies",993,14927,1027,4285,5664,971,8075,1749,666
"Stratified Societies",1321,13322,1080,4461,4435,1061,6825,1712,816
"Stratified Societies",1293,14292,1090,4614,5206,1078,6845,1622,736
"Stratified Societies",1322,13119,1051,5064,4907,944,6328,2062,690
"Stratified Societies",1001,17781,1082,5085,4422,998,5983,1830,718
"Stratified Societies",1070,15242,934,5052,5209,902,6484,1808,694
"Stratified Societies",1076,13779,987,4926,4740,1072,7420,1523,750
"Stratified Societies",1324,15338,1097,3117,4656,1156,6734,1655,574
"Stratified Societies",1255,14720,984,5546,5166,890,7138,1588,526
"Stratified Societies",1160,13522,1031,3382,5441,991,7648,1402,695
"Stratified Societies",1157,16182,1050,3821,4913,974,7492,1821,692
"Stratified Societies",1401,15049,1057,4265,4921,847,6708,1702,827
"Stratified Societies",1241,15652,1092,5048,5174,1069,6596,1616,588
"Stratified Societies",1409,15430,962,4676,4537,1047,6910,1588,697
"Stratified Societies",1268,14863,1034,4622,5415,1092,6530,1985,783
"Stratified Societies",1091,15693,1026,5137,5594,1093,6243,1856,665
"Stratified Societies",1320,13527,1103,3670,5071,1184,6336,1714,726
"Stratified Societies",1215,13027,1059,4300,5769,755,6515,2004,902
"Stratified Societies",1354,16818,1087,4731,5158,789,5677,1694,627
"Stratified Societies",1306,15162,1053,5130,5245,936,5600,1524,498
"Stratified Societies",1281,14940,1094,4904,4826,876,7772,1635,604
"Stratified Societies",1430,14772,995,4413,5568,886,8632,1739,674
"Stratified Societies",1188,15108,1076,4595,4929,1152,5912,1763,516
"Stratified Societies",1068,14570,1122,4766,5535,918,6828,1636,748
"Stratified Societies",1079,14319,1079,4430,5261,1025,7425,1453,802
"Stratified Societies",1156,16341,1053,4325,4749,886,6172,1720,777
"Stratified Societies",1394,13408,1077,4630,4518,873,7259,1396,696
"Stratified Societies",1366,14356,1150,5121,5227,1009,6631,1663,511
"Stratified Societies",1268,15103,1012,5554,4775,1178,8163,1743,648
"Stratified Societies",1336,16645,1104,4220,5682,1066,6584,1647,867
"Stratified Societies",1096,15177,994,4327,5497,1079,6840,1723,595
"Stratified Societies",1517,14781,1046,4797,4555,1128,6745,1475,734
"Stratified Societies",1036,16288,1131,4063,5560,1014,7151,2101,664
"Stratified Societies",1499,15186,971,4160,4304,1053,7571,1559,658
"Stratified Societies",1145,16540,1100,3699,5188,1002,6401,1341,609
"Stratified Societies",961,16128,1023,4677,4611,807,6695,1695,633
"Stratified Societies",1463,15011,1013,4812,4792,829,6953,1906,794
"Stratified Societies",1221,14124,1000,4159,5423,1087,5845,1570,813
"Stratified Societies",1078,14568,1031,5753,4831,706,6580,1850,735
"Stratified Societies",917,13789,1009,4831,5083,984,6857,1660,778
"Stratified Societies",1181,16398,1095,4464,5588,1006,6003,1826,805
"Stratified Societies",1235,17052,1003,3565,5279,1190,7620,1756,736
"Stratified Societies",999,17222,1032,4833,4835,887,7855,1586,709
"Stratified Societies",1370,14715,989,4899,5479,1035,8718,1719,808
"Stratified Societies",1228,14542,1000,5036,5000,1068,5696,1574,868
"Stratified Societies",1403,13350,1158,4497,4720,883,7021,1755,671
"Stratified Societies",1403,12718,987,5272,5026,1067,6486,1656,657
"Stratified Societies",1383,15093,1070,4947,4750,1174,5962,1908,798
"Stratified Societies",987,16408,1015,5049,5377,1054,7377,1992,733
"Stratified Societies",1183,15741,1064,5194,4593,1007,5835,1769,529
"Stratified Societies",1066,15430,1034,4391,4820,993,6695,1697,626
"Stratified Societies",1059,12164,1058,5252,4661,814,7065,1600,733
"Stratified Societies",1209,16631,1054,4579,4986,777,7338,1784,556
"Stratified Societies",1245,14817,1109,4718,5052,1063,7746,1820,758
"Stratified Societies",1303,17121,1086,3541,5456,938,6915,1643,741
"Stratified Societies",1363,14603,1007,4674,5204,1092,5877,1746,689
"Stratified Societies",1250,13150,1049,4545,5303,918,5359,1611,806
"Stratified Societies",1227,17254,1078,4396,4831,879,6308,1797,774
"Stratified Societies",1141,13920,1044,4141,4972,1134,5935,1631,917
"Stratified Societies",1141,15135,962,5239,4917,781,8168,1569,824
"Stratified Societies",1007,16210,1056,4959,4881,1095,6190,1468,779
"Stratified Societies",1214,14502,1059,4981,4557,857,6971,1718,592
"Stratified Societies",1341,13986,1044,4753,5638,926,7008,1623,701
"Stratified Societies",1234,13635,1079,4789,5024,986,8447,1747,776
"Stratified Societies",1056,12167,969,4036,4871,1015,7163,1781,640
"Stratified Societies",1354,14533,1002,4973,5090,1039,6998,1562,713
"Stratified Societies",1114,13449,1035,4130,5034,1113,6925,1704,702
"Stratified Societies",1332,16497,1100,4403,5421,979,7274,1762,639
"Stratified Societies",1259,15829,1010,5038,5134,996,6178,1924,469
"Stratified Societies",1214,16371,1037,5010,4209,1013,7269,1744,688
"Stratified Societies",1306,16160,1112,5489,4195,711,8846,1577,758
"Stratified Societies",1131,13801,1088,4503,4533,696,7397,1706,600
"Stratified Societies",1200,14183,1000,4564,4760,971,6457,1603,676
"Stratified Societies",1058,13981,1090,4933,4707,1035,6941,1971,732
"Stratified Societies",1340,12582,1067,5803,4455,658,7556,1625,647
"Stratified Societies",1233,15645,1146,4612,4934,1044,7866,1710,826
"Stratified Societies",1202,15445,1031,4889,5538,967,6655,2095,384
"Stratified Societies",1229,15404,963,4676,4775,863,6102,1475,624
"Stratified Societies",1085,13394,1081,4955,4804,1045,7582,1799,811
"Stratified Societies",1205,13185,1052,4911,5493,956,6731,1799,818
"Stratified Societies",1211,13796,978,4246,4934,1067,7164,1512,472
"Stratified Societies",1412,12830,982,4341,4774,1358,7556,1643,747
"Stratified Societies",1234,15403,974,4860,4966,752,6287,1771,719
"Stratified Societies",1203,16770,1021,4849,4330,1165,7434,1843,655
"Stratified Societies",1106,16961,1056,4538,5209,910,6340,1585,636
"Stratified Societies",1428,16278,1073,4830,5163,816,7237,1834,805
"Stratified Societies",1095,14929,1033,4634,5125,1084,7954,1303,591
"Stratified Societies",1269,16050,1057,4602,4707,1135,6695,1789,692
"Stratified Societies",1359,14731,997,4781,5062,963,6611,1560,684
"Stratified Societies",996,13712,1015,3872,4828,998,7237,1652,699
"Stratified Societies",1187,16088,1009,4754,4801,983,5756,1653,873
"Stratified Societies",1291,12957,1058,5279,4576,820,7556,1655,728
"Stratified Societies",1129,15524,991,4515,4774,1005,7459,1749,736
"Stratified Societies",1144,14088,1077,4004,5120,1085,7218,1527,646
"Stratified Societies",1187,14541,1081,4293,4829,1254,6581,1890,692
"Stratified Societies",1410,16860,964,4318,5196,1089,7238,1533,678
"Stratified Societies",1096,15710,1156,4374,5752,945,7463,1808,602
"Stratified Societies",1396,13607,1045,4151,5096,1005,6243,1646,631
"Stratified Societies",1501,14109,1090,4946,4651,1010,6856,1590,906
"Stratified Societies",1281,15489,1109,4949,4595,988,8038,1379,562
"Stratified Societies",1292,14236,1062,4361,4603,1090,6326,1673,598
"Stratified Societies",1469,17506,1064,5000,4599,999,6796,1842,581
"Stratified Societies",1185,15427,979,4890,5574,1109,8043,1852,848
"Stratified Societies",1180,13308,1054,4033,5096,873,7351,1798,636
"Stratified Societies",1010,13415,1137,3965,4827,1060,8265,1483,664
"Stratified Societies",1191,15671,1019,5086,4579,1055,6809,1762,786
"Stratified Societies",1309,14718,1059,4444,4440,824,5596,1609,466
"Stratified Societies",1157,16253,988,5098,4741,672,7825,1782,631
"Stratified Societies",1112,14042,976,5435,5311,1064,8036,1334,845
"Stratified Societies",1330,14005,1008,4574,4542,937,7638,1836,935
"Stratified Societies",1296,13323,1007,5232,5584,842,8087,1713,753
"Stratified Societies",1511,14145,993,3693,5535,868,7820,1599,778
"Stratified Societies",1428,16075,961,4226,4516,823,6999,1889,844
"Stratified Societies",1118,14522,1034,4785,5070,1071,7250,1849,624
"Stratified Societies",1379,14597,963,5883,5867,1098,6483,1534,785
"Stratified Societies",1365,15941,1068,4924,4941,889,6803,1842,749
"Stratified Societies",1051,13712,997,5263,4324,1092,7122,1912,702
"Stratified Societies",1326,14909,1080,4127,4934,962,7090,1724,710
"Stratified Societies",877,16176,1009,4355,5384,1276,8907,1855,645
"Stratified Societies",1344,13857,1102,3874,5423,861,6556,1926,515
"Stratified Societies",1055,15705,1132,3995,4913,695,7574,1710,645
"Stratified Societies",1162,15883,1135,5070,5385,781,5869,1599,724
"Stratified Societies",1355,15541,986,4113,5109,1040,5920,1761,796
"Stratified Societies",1010,15795,1096,4387,4722,995,5782,1712,657
"Stratified Societies",1472,14208,1022,4748,5152,985,5868,1960,567
"Stratified Societies",1420,15286,1015,5129,5104,1171,6654,1734,703
"Stratified Societies",1216,16601,1020,4676,5722,982,6495,1551,696
"Stratified Societies",1216,15054,1057,4250,5107,789,7352,1642,731
"Stratified Societies",1175,14724,943,3787,5405,1180,6621,1805,602
"Stratified Societies",1143,14169,1019,3861,4895,1047,7441,1517,643
"Stratified Societies",1387,16014,1055,4765,5202,872,8393,1738,642
"Stratified Societies",1033,15230,1063,5018,5020,864,6913,1830,490
"Stratified Societies",1304,12740,1098,4864,4821,1006,7566,1694,615
"Stratified Societies",1239,11986,1066,4250,4888,740,8196,1820,673
"Stratified Societies",1511,13342,1064,5146,4842,1066,6801,1841,759
"Stratified Societies",1544,15446,1062,4984,4902,960,6550,1791,797
"Stratified Societies",1299,17002,1057,4828,4734,994,8989,1794,817
"Stratified Societies",1164,14918,1035,4033,5216,797,7235,1426,621
"Stratified Societies",1606,15465,946,4062,4208,1125,7562,1536,666
"Stratified Societies",1148,14378,1045,4239,5235,819,5583,1564,844
"Stratified Societies",1329,15714,983,4708,5317,975,6598,1763,679
"Stratified Societies",1511,14526,1089,4164,5143,1166,7514,1780,544
"Stratified Societies",1258,13513,921,4550,4914,830,7403,1790,571
"Stratified Societies",1187,13593,1131,5486,4314,784,7665,2024,586
"Stratified Societies",1378,15714,1115,5273,4989,1049,6745,1725,781
"Stratified Societies",1143,15585,1107,4813,5266,1122,6821,1734,628
"Stratified Societies",1298,16924,952,3986,5519,1014,7263,1676,940
"Stratified Societies",1039,15700,1036,3759,4465,1009,6206,1714,673
"Stratified Societies",1192,16672,1035,5228,4992,893,7945,1748,736
"Stratified Societies",842,16132,983,5523,5154,954,7337,1768,806
"Stratified Societies",1478,18109,982,5201,4796,820,7145,1651,722
"Stratified Societies",1421,15588,953,4430,5040,919,7476,1711,732
"Stratified Societies",1320,14313,1063,4270,5514,1211,7889,1843,708
"Stratified Societies",1473,17054,1134,4257,5173,873,5690,1350,920
"Stratified Societies",1270,18580,1078,5039,5351,1080,6463,2035,554
"Stratified Societies",1349,16776,992,4365,4628,758,8324,1742,611
"Stratified Societies",1447,15013,1105,3759,5457,995,7810,1482,880
"Stratified Societies",1454,15437,987,4436,4306,1035,7292,1749,786
"Stratified Societies",1209,15477,1088,4151,4946,946,6960,1749,740
"Stratified Societies",993,14729,1013,4825,4877,1019,7181,1597,860
"Stratified Societies",1494,15063,1012,4676,5507,798,6179,1831,851
"Stratified Societies",1429,15548,1034,4076,5028,811,7301,1951,667
"Stratified Societies",1101,15063,1060,4528,5076,869,6622,1526,804
"Stratified Societies",1011,14011,972,4922,5276,1139,9023,1877,573
"Stratified Societies",1186,15980,997,5281,4117,1193,6278,1883,668
"Stratified Societies",1265,15231,1053,5061,5180,1029,6458,1859,806
"Stratified Societies",1453,16333,1002,4776,4723,863,6910,1466,590
"Stratified Societies",1370,13403,1091,4233,4476,1051,8127,1904,629
"Stratified Societies",1346,15765,1014,4376,4516,878,8757,2023,666
"Stratified Societies",1200,15015,1075,4772,4435,1121,7295,1733,733
"Stratified Societies",1348,15224,1074,5376,4891,1049,6963,1476,776
"Stratified Societies",1577,14519,1061,5396,5782,1032,6827,1892,714
"Stratified Societies",1112,14422,1016,4247,5042,1099,6432,1785,692
"Stratified Societies",1438,13850,979,3936,4973,851,7060,1833,680
"Stratified Societies",1293,16556,1027,4901,4856,702,5666,1376,754
"Stratified Societies",1391,15692,949,4742,4492,855,7524,1653,645
"Stratified Societies",1307,14922,903,4406,5209,1002,6355,1918,497
"Stratified Societies",1199,15561,1136,4010,5618,1023,5908,1572,602
"Stratified Societies",832,13550,1058,5221,4684,853,6082,1882,571
"Stratified Societies",1237,17374,1011,5248,5053,928,7940,1667,607
"Stratified Societies",1083,12563,1030,4122,4658,1110,7226,1698,721
"Stratified Societies",1197,16946,957,5611,5017,949,6978,1330,700
"Stratified Societies",1121,13858,1104,4361,5204,1006,6884,1767,460
"Stratified Societies",1228,18265,1022,3857,4955,901,7114,1806,670
"Stratified Societies",1163,12999,1144,5100,4803,1011,8731,1968,855
"Stratified Societies",1541,14398,1020,4129,4758,1060,8488,1819,870
"Stratified Societies",1347,11199,1053,4177,4454,1117,8974,1617,776
"Stratified Societies",1592,14908,1040,4756,5084,1013,6726,1623,519
"Stratified Societies",1011,14960,1102,4994,4282,912,6011,1513,648
"Stratified Societies",1319,15134,1079,4851,4840,867,8446,1646,906
"Stratified Societies",1158,14447,1021,5082,5504,1002,6794,1665,627
"Stratified Societies",1206,14072,1027,3878,5277,1123,6871,1926,860
"Stratified Societies",1351,15541,1007,4180,5106,1275,7212,1730,884
"Stratified Societies",1266,17701,1019,4097,5324,887,7569,1752,783
"Stratified Societies",1266,14668,1129,3772,4611,882,7564,1615,815
"Stratified Societies",1305,15344,1062,3929,4569,970,7742,1935,480
"Stratified Societies",1326,14619,1146,3914,5512,1016,7738,1613,593
"Stratified Societies",1094,16727,969,4202,5391,1139,8019,1704,617
"Stratified Societies",1474,18333,1031,4593,4413,886,7406,1696,605
"Stratified Societies",1203,14725,1062,4481,5294,1162,8393,1299,797
"Stratified Societies",1479,14378,1032,4441,4434,959,6355,1563,573
"Stratified Societies",1252,14525,1121,4548,4600,959,6445,1552,596
"Stratified Societies",1166,14341,995,4968,4949,1144,6511,2023,828
"Stratified Societies",1078,15332,1038,4909,4807,931,7492,1873,804
"Stratified Societies",1187,17447,1019,4253,5034,912,6789,1938,849
"Stratified Societies",1293,15921,1104,4283,5124,719,8918,1652,641
"Stratified Societies",1375,15611,1139,3921,4910,711,8076,1593,769
"Stratified Societies",1128,16867,1010,3754,5143,1215,6419,1859,485
"Stratified Societies",1481,17086,1089,4711,5266,1036,7915,1428,546
"Stratified Societies",1335,16351,1010,5247,5207,798,7724,1429,728
"Stratified Societies",1370,13505,1058,5303,4931,733,8042,1546,677
"Stratified Societies",1358,14237,989,4812,5104,967,6378,1596,905
"Stratified Societies",1128,14317,1039,4843,5116,1099,5186,1682,536
"Stratified Societies",1238,15005,1055,4312,4684,945,7166,1911,702
"Stratified Societies",1113,14020,995,3941,4945,1033,4676,1840,611
"Stratified Societies",1382,13580,1080,4089,4575,1195,5613,1857,631
"Stratified Societies",954,16260,1003,4821,4324,1073,7417,1708,898
"Stratified Societies",1145,13840,997,4348,5088,883,9370,1820,602
"Stratified Societies",1524,15347,1000,3824,5125,824,5250,1295,639
"Stratified Societies",1255,16014,1045,5067,4467,1004,5979,1571,799
"Stratified Societies",1196,15703,1181,4202,5067,1168,5786,1745,727
"Stratified Societies",1037,12989,1081,5333,5429,1122,5597,1448,573
"Stratified Societies",1309,15792,1058,4300,5255,826,6830,1973,687
"Stratified Societies",1384,15549,1078,5216,5818,941,6336,1684,631
"Stratified Societies",942,14207,980,4688,4827,1080,6905,1471,701
"Stratified Societies",1237,15745,988,4770,4418,806,4908,1801,793
"Stratified Societies",1473,15294,1001,4871,4835,950,6338,1535,806
"Stratified Societies",1419,15244,996,4324,5268,1025,7817,1525,626
"Stratified Societies",1168,13974,1076,5001,5059,876,5929,1746,791
"Stratified Societies",1209,16117,1003,4636,5555,878,7740,1597,621
"Stratified Societies",1355,14139,1074,5300,5414,1018,6741,1528,693
"Stratified Societies",1231,14441,1005,3824,5178,979,5733,1563,715
"Stratified Societies",1409,15226,1075,5101,4619,1114,6999,1924,710
"Stratified Societies",1155,14125,1106,4622,5017,922,5742,1367,710
"Stratified Societies",1159,13733,1004,5075,4874,923,6023,1639,671
"Stratified Societies",1368,15084,1075,4200,5173,1115,6430,1478,513
"Stratified Societies",1342,14151,1011,3905,5048,856,7113,1878,663
"Stratified Societies",1229,13259,1058,4841,4749,1107,7599,1616,689
"Stratified Societies",1062,18323,943,4158,5160,1024,5353,1610,569
"Stratified Societies",1281,16189,972,5315,4811,901,8161,1901,576
"Stratified Societies",1189,15308,1065,5067,5383,1059,7480,1846,667
"Stratified Societies",1221,13616,1042,5180,4544,976,6279,1661,522
"Stratified Societies",1193,14521,1076,4757,4400,1009,5873,1775,633
"Stratified Societies",1101,15091,1016,4020,4860,793,8019,1656,638
"Stratified Societies",1343,15222,993,4702,5450,800,7144,1854,567
"Stratified Societies",1345,16499,1093,4993,4612,826,5982,1624,519
"Stratified Societies",1537,13063,1069,4515,4754,1097,7509,1558,883
"Stratified Societies",1372,14394,1067,4613,4890,892,8573,1550,960
"Stratified Societies",1338,16309,1056,4654,5586,1321,6032,1777,686
"Stratified Societies",1391,15332,1128,4461,4325,1093,6721,1402,687
"Stratified Societies",1459,14781,1028,5059,4928,1016,8348,1535,859
"Stratified Societies",1129,13202,1065,4356,4869,982,7800,1426,708
"Stratified Societies",1185,13897,1048,4109,5297,1032,8632,1800,681
"Stratified Societies",1174,16905,1059,4572,4681,882,7003,1710,736
"Stratified Societies",1202,15152,1157,4247,5894,916,7889,1816,758
"Stratified Societies",1301,14490,1086,4578,4063,906,5814,1874,648
"Stratified Societies",1247,15301,1051,3685,4343,821,6738,1897,716
"Stratified Societies",1059,13192,1103,3754,4779,941,7758,1579,747
"Stratified Societies",1219,17796,1040,5224,5793,905,5976,1936,661
"Stratified Societies",1302,15667,1080,3856,4969,993,6553,2034,574
"Stratified Societies",1210,17384,1085,4616,5556,925,7916,1694,784
"Stratified Societies",1350,15962,1089,4366,5011,968,6800,1485,764
"Stratified Societies",1258,17166,1106,4328,5509,849,5574,1633,609
"Stratified Societies",1129,15165,1122,4224,5201,896,7210,1800,703
"Stratified Societies",1325,13172,1082,5581,5453,909,5817,1692,692
"Stratified Societies",1179,14860,970,4839,4819,1016,6141,1621,679
"Stratified Societies",1053,13933,1078,4674,5231,803,7109,1958,841
"Stratified Societies",1156,14362,1046,4418,5506,923,7131,1857,784
"Stratified Societies",966,13613,946,4705,6224,922,7577,1688,736
"Stratified Societies",1336,14728,1003,4857,5397,867,5652,1801,660
"Stratified Societies",1253,12614,1003,4071,5009,1258,7268,1581,666
"Stratified Societies",975,14945,1051,4605,5313,737,6663,1669,626
"Stratified Societies",1303,14412,1033,4707,5300,1031,8581,1540,762
"Stratified Societies",1133,14746,1016,4364,4746,899,6344,1585,669
"Stratified Societies",1164,14439,1055,3543,4775,807,7061,1708,798
"Stratified Societies",1318,16423,993,4688,5459,983,6444,1523,725
"Stratified Societies",1437,17342,1068,4070,4649,865,8348,1622,660
"Stratified Societies",1162,15728,960,3980,4474,1209,5942,1764,742
"Stratified Societies",1443,15503,1000,4555,5056,788,6468,1787,658
"Stratified Societies",1002,13301,1041,4681,4720,1042,8283,1862,867
"Stratified Societies",1238,16032,1030,4272,4812,891,7373,1593,691
"Stratified Societies",1104,13562,1112,4692,5365,1048,6563,1995,676
